ID, COS (30)(Mg/ha) ,LATITUD,LONGITUD,año muestro,Referencia,PROVINCIA
Sainz -37.242883-59.869433,117.09,-37.242883,-59.869433,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.314267-59.871317,86.27,-34.314267,-59.871317,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.302383-59.877233,59.37,-34.302383,-59.877233,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.302383-59.877233,107.15,-34.302383,-59.877233,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.333822-59.879517,85.86,-38.333822,-59.879517,2011,Sainz Rozas et al. (2011),Buenos Aires
Berhon-34.53756-59.88215,53.48,-34.53756,-59.88215,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-34.53756-59.88215,85.19,-34.53756,-59.88215,2008,"Berhongaray et al., (2013)",Buenos Aires
Sainz -36.828963-59.885071,106.99,-36.828963,-59.885071,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.828963-59.885071,80.73,-36.828963,-59.885071,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.657361-59.885611,97.11,-37.657361,-59.885611,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.664778-59.887861,95.74,-37.664778,-59.887861,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.655278-59.888083,113.93,-37.655278,-59.888083,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.208217-59.892017,85.44,-37.208217,-59.892017,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.425169-59.895317,60.85,-38.425169,-59.895317,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.426106-59.897142,66.19,-38.426106,-59.897142,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.363711-59.899453,68.43,-38.363711,-59.899453,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.429933-59.901017,72.82,-34.429933,-59.901017,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.429933-59.901017,62.58,-34.429933,-59.901017,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.294233-59.902417,32.75,-35.294233,-59.902417,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.85327-59.90294,65.78,-36.85327,-59.90294,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.85328-59.90295,69.01,-36.85328,-59.90295,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.292994-59.903731,29.95,-35.292994,-59.903731,2010,Sainz Rozas et al. (2011),Buenos Aires
Carina-34.542217-59.9078,58.13,-34.542217,-59.9078,2004,Carina Alvarez,Buenos Aires
Carina-34.5343-59.916683,57.84,-34.5343,-59.916683,2004,Carina Alvarez,Buenos Aires
Sainz -34.329444-59.920556,73.27,-34.329444,-59.920556,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.47352-59.92294,64.23,-38.47352,-59.92294,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.47352-59.92294,71.51,-38.47352,-59.92294,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.14825-59.9375,62,-34.14825,-59.9375,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.14825-59.9375,70.46,-34.14825,-59.9375,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.335333-59.940167,126.64,-37.335333,-59.940167,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.10246-59.95556,134.88,-37.10246,-59.95556,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.1025-59.95557,84.63,-37.1025,-59.95557,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.159167-59.966783,54.12,-34.159167,-59.966783,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.159167-59.966783,64.18,-34.159167,-59.966783,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.319722-59.976944,63.64,-34.319722,-59.976944,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.319722-59.976944,77.67,-34.319722,-59.976944,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.102917-59.9812,36.41,-34.102917,-59.9812,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.102917-59.9812,62.52,-34.102917,-59.9812,2011,Sainz Rozas et al. (2011),Buenos Aires
Carina-33.71-59.99,57.26,-33.71,-59.99,2004,Carina Alvarez,Buenos Aires
Sainz -35.24645-59.993633,35.16,-35.24645,-59.993633,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.246736-59.993836,29.48,-35.246736,-59.993836,2010,Sainz Rozas et al. (2011),Buenos Aires
Andriu-36.95114-59.99483,49.28,-36.95114,-59.99483,2012,Andriulo et al. (2012),Buenos Aires
Berhon-36.951275-59.994861,73.24,-36.951275,-59.994861,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-36.951275-59.994861,86.65,-36.951275,-59.994861,2008,"Berhongaray et al., (2013)",Buenos Aires
Carina-33.691694-60,45.52,-33.691694,-60,2004,Carina Alvarez,Buenos Aires
Carina-33.704278-60.007389,60.41,-33.704278,-60.007389,2004,Carina Alvarez,Buenos Aires
Sainz -33.524444-60.01125,68.31,-33.524444,-60.01125,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.541194-60.011778,41.33,-33.541194,-60.011778,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.018667-60.015278,81.53,-35.018667,-60.015278,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.018667-60.015444,71.48,-35.018667,-60.015444,2010,Sainz Rozas et al. (2011),Buenos Aires
Andriu-36.95483-60.02556,130.98,-36.95483,-60.02556,2012,Andriulo et al. (2012),Buenos Aires
Sainz -38.748889-60.0275,78.42,-38.748889,-60.0275,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.746111-60.031111,85.86,-38.746111,-60.031111,2010,Sainz Rozas et al. (2011),Buenos Aires
Carina-33.674333-60.044056,51.57,-33.674333,-60.044056,2004,Carina Alvarez,Buenos Aires
Carina-35.067867-60.0497,68.14,-35.067867,-60.0497,2004,Carina Alvarez,Buenos Aires
Sainz -38.765-60.055556,70.31,-38.765,-60.055556,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.764167-60.059722,111.06,-38.764167,-60.059722,2010,Sainz Rozas et al. (2011),Buenos Aires
Carina-33.726889-60.061611,56.27,-33.726889,-60.061611,2004,Carina Alvarez,Buenos Aires
Sainz -34.067417-60.063267,52.81,-34.067417,-60.063267,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.067417-60.063267,67.48,-34.067417,-60.063267,2011,Sainz Rozas et al. (2011),Buenos Aires
Carina-34.7156-60.078433,63.44,-34.7156,-60.078433,2004,Carina Alvarez,Buenos Aires
Sainz -33.445222-60.078472,61.7,-33.445222,-60.078472,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.444583-60.078556,43.96,-33.444583,-60.078556,2010,Sainz Rozas et al. (2011),Buenos Aires
Carina-34.656333-60.102717,70.04,-34.656333,-60.102717,2004,Carina Alvarez,Buenos Aires
Sainz -38.764722-60.1075,83.83,-38.764722,-60.1075,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.476367-60.110233,74.79,-34.476367,-60.110233,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.89964-60.11548,94.71,-36.89964,-60.11548,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.89974-60.11604,69.01,-36.89974,-60.11604,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.761667-60.126389,83.01,-38.761667,-60.126389,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.785278-60.1375,74.37,-38.785278,-60.1375,2010,Sainz Rozas et al. (2011),Buenos Aires
Carina-35.1025-60.140133,61.09,-35.1025,-60.140133,2004,Carina Alvarez,Buenos Aires
Sainz -34.03865-60.146367,48.88,-34.03865,-60.146367,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.03865-60.146367,69.14,-34.03865,-60.146367,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.4411-60.15483,70.11,-38.4411,-60.15483,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.44109-60.15484,66.93,-38.44109,-60.15484,2011,Sainz Rozas et al. (2011),Buenos Aires
Berhon-34.70222-60.15963,58.04,-34.70222,-60.15963,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-34.70222-60.15963,92.64,-34.70222,-60.15963,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-31.84361-60.16611,57.21,-31.84361,-60.16611,2008,"Berhongaray et al., (2013)",Entre Rios
Berhon-31.84361-60.16611,51.93,-31.84361,-60.16611,2008,"Berhongaray et al., (2013)",Entre Rios
Sainz -38.792778-60.171389,77.07,-38.792778,-60.171389,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.653056-60.172,83.18,-33.653056,-60.172,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.652889-60.172528,56.42,-33.652889,-60.172528,2010,Sainz Rozas et al. (2011),Buenos Aires
Berhon-35.68814-60.17396,36.34,-35.68814,-60.17396,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-35.68814-60.17396,71.7,-35.68814,-60.17396,2008,"Berhongaray et al., (2013)",Buenos Aires
Sainz -34.02273-60.17508,41.72,-34.02273,-60.17508,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.02294-60.17541,54.26,-34.02294,-60.17541,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.400722-60.181694,76.4,-38.400722,-60.181694,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.400722-60.181694,70.11,-38.400722,-60.181694,2010,Sainz Rozas et al. (2011),Buenos Aires
Carina-34.954183-60.20905,60.85,-34.954183,-60.20905,2004,Carina Alvarez,Buenos Aires
Carina-34.23675-60.213417,40.24,-34.23675,-60.213417,2004,Carina Alvarez,Buenos Aires
Sainz -33.998267-60.2183,58.06,-33.998267,-60.2183,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.998267-60.2183,67.48,-33.998267,-60.2183,2011,Sainz Rozas et al. (2011),Buenos Aires
Carina-34.957817-60.2195,64.32,-34.957817,-60.2195,2004,Carina Alvarez,Buenos Aires
Berhon-34.22822-60.21989,52.48,-34.22822,-60.21989,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-34.22822-60.21989,92.63,-34.22822,-60.21989,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-34.95836-60.22028,81.57,-34.95836,-60.22028,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-34.95836-60.22028,77.04,-34.95836,-60.22028,2008,"Berhongaray et al., (2013)",Buenos Aires
Carina-34.22635-60.221367,55.23,-34.22635,-60.221367,2004,Carina Alvarez,Buenos Aires
Salvag-32.59-60.22333,49.98,-32.59,-60.22333,2000,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Carina-34.976883-60.225233,60.29,-34.976883,-60.225233,2004,Carina Alvarez,Buenos Aires
Sainz -34.51885-60.232867,63.64,-34.51885,-60.232867,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.51885-60.232867,73.54,-34.51885,-60.232867,2011,Sainz Rozas et al. (2011),Buenos Aires
Carina-34.2275-60.236817,38,-34.2275,-60.236817,2004,Carina Alvarez,Buenos Aires
Berhon-38.32289-60.24197,59.93,-38.32289,-60.24197,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-38.32289-60.24197,65.93,-38.32289,-60.24197,2008,"Berhongaray et al., (2013)",Buenos Aires
Sainz -37.324444-60.242667,115.23,-37.324444,-60.242667,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.25986-60.24541,68.96,-38.25986,-60.24541,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.25985-60.24541,99,-38.25985,-60.24541,2011,Sainz Rozas et al. (2011),Buenos Aires
Berhon-35.10051-60.24809,58.68,-35.10051,-60.24809,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-35.10051-60.24809,57.51,-35.10051,-60.24809,2008,"Berhongaray et al., (2013)",Buenos Aires
Sainz -34.942222-60.255,77.82,-34.942222,-60.255,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.934167-60.255,78.52,-34.934167,-60.255,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.520528-60.25575,73.27,-33.520528,-60.25575,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.331778-60.256028,124.91,-37.331778,-60.256028,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.520194-60.256083,50.52,-33.520194,-60.256083,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.1883-60.28435,69.69,-34.1883,-60.28435,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.385611-60.296694,58.39,-33.385611,-60.296694,2010,Sainz Rozas et al. (2011),Buenos Aires
Berhon-37.70135-60.29974,59.67,-37.70135,-60.29974,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-37.70135-60.29974,42.75,-37.70135,-60.29974,2008,"Berhongaray et al., (2013)",Buenos Aires
Carina-34.913472-60.301361,62.1,-34.913472,-60.301361,2004,Carina Alvarez,Buenos Aires
Sainz -38.453-60.303944,56.79,-38.453,-60.303944,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.479139-60.314611,68.43,-38.479139,-60.314611,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.38883-60.32094,67.61,-38.38883,-60.32094,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.543306-60.342639,66.26,-33.543306,-60.342639,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.54272-60.34776,90.42,-37.54272,-60.34776,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.387817-60.35315,65.93,-34.387817,-60.35315,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.387817-60.35315,81.81,-34.387817,-60.35315,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.601833-60.363667,52.73,-38.601833,-60.363667,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.510722-60.372694,67.61,-38.510722,-60.372694,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.596944-60.377222,58.33,-38.596944,-60.377222,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.572528-60.386444,52.73,-38.572528,-60.386444,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.4152-60.38655,63.96,-34.4152,-60.38655,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.00878-60.38799,115.18,-37.00878,-60.38799,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.008449-60.38825,40.04,-37.008449,-60.38825,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.571944-60.390028,35.9,-38.571944,-60.390028,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.97984-60.39208,72.11,-37.97984,-60.39208,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.97983-60.39208,83.46,-37.97983,-60.39208,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.515667-60.397722,71.66,-38.515667,-60.397722,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.515667-60.397722,57.21,-38.515667,-60.397722,2010,Sainz Rozas et al. (2011),Buenos Aires
Andriu-31.93187-60.40116,74.23,-31.93187,-60.40116,2012,Andriulo et al. (2012),Entre Ríos
Carina-34.861389-60.404528,53.81,-34.861389,-60.404528,2004,Carina Alvarez,Buenos Aires
Carina-34.860083-60.404778,45.03,-34.860083,-60.404778,2004,Carina Alvarez,Buenos Aires
Carina-34.854111-60.407,42.66,-34.854111,-60.407,2004,Carina Alvarez,Buenos Aires
Carina-34.880972-60.4095,50.57,-34.880972,-60.4095,2004,Carina Alvarez,Buenos Aires
Carina-34.936528-60.409722,57.53,-34.936528,-60.409722,2004,Carina Alvarez,Buenos Aires
Carina-34.88-60.410722,51.85,-34.88,-60.410722,2004,Carina Alvarez,Buenos Aires
Sainz -38.529139-60.414417,70.31,-38.529139,-60.414417,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.92139-60.41616,74.37,-33.92139,-60.41616,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.9207-60.41617,60.75,-33.9207,-60.41617,2011,Sainz Rozas et al. (2011),Buenos Aires
Carina-34.887944-60.418861,65.06,-34.887944,-60.418861,2004,Carina Alvarez,Buenos Aires
Carina-34.928028-60.419861,56.86,-34.928028,-60.419861,2004,Carina Alvarez,Buenos Aires
Sainz -38.522139-60.421833,66.82,-38.522139,-60.421833,2010,Sainz Rozas et al. (2011),Buenos Aires
Carina-34.926778-60.422528,65.05,-34.926778,-60.422528,2004,Carina Alvarez,Buenos Aires
Carina-34.902472-60.424639,49.21,-34.902472,-60.424639,2004,Carina Alvarez,Buenos Aires
Sainz -38.453-60.428722,56.79,-38.453,-60.428722,2010,Sainz Rozas et al. (2011),Buenos Aires
Carina-34.888833-60.43725,73.45,-34.888833,-60.43725,2004,Carina Alvarez,Buenos Aires
Sainz -38.571139-60.452083,51.38,-38.571139,-60.452083,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.571389-60.453083,66.93,-38.571389,-60.453083,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.633936-60.453722,60.56,-35.633936,-60.453722,2010,Sainz Rozas et al. (2011),Buenos Aires
Carina-34.016283-60.464667,44.89,-34.016283,-60.464667,2004,Carina Alvarez,Buenos Aires
Salvag-33.35083-60.46528,51.95,-33.35083,-60.46528,2004,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -38.50643-60.46964,61.52,-38.50643,-60.46964,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.50643-60.46964,56.09,-38.50643,-60.46964,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.601111-60.472778,68.43,-38.601111,-60.472778,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.5831-60.475783,44.61,-34.5831,-60.475783,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.5831-60.475783,104.67,-34.5831,-60.475783,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.89828-60.48141,40.04,-36.89828,-60.48141,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.89827-60.48141,123.91,-36.89827,-60.48141,2011,Sainz Rozas et al. (2011),Buenos Aires
Salvag-33.48917-60.4925,42.74,-33.48917,-60.4925,2001,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -36.72088-60.50328,85.61,-36.72088,-60.50328,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.72096-60.50364,93.89,-36.72096,-60.50364,2011,Sainz Rozas et al. (2011),Buenos Aires
Carina-34.01195-60.508117,53.87,-34.01195,-60.508117,2004,Carina Alvarez,Buenos Aires
Salvag-33.50861-60.51667,45.04,-33.50861,-60.51667,2003,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Andriu-31.83595-60.5197,78.03,-31.83595,-60.5197,2016,Andriulo (base de datos),Entre Ríos
Andriu-31.85702-60.52789,66.22,-31.85702,-60.52789,2012,Andriulo et al. (2012),Entre Ríos
Andriu-31.85346-60.53245,70.38,-31.85346,-60.53245,2012,Andriulo et al. (2012),Entre Ríos
Sainz -38.29707-60.53545,82.17,-38.29707,-60.53545,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.29706-60.53546,70.99,-38.29706,-60.53546,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.627056-60.540556,50.78,-33.627056,-60.540556,2010,Sainz Rozas et al. (2011),Santa Fe
Sainz -38.473-60.55004,54.09,-38.473,-60.55004,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.46227-60.55109,52.72,-38.46227,-60.55109,2010,Sainz Rozas et al. (2011),Buenos Aires
Orcell-30.8033-60.55925,41.43,-30.8033,-60.55925,2015,"Orcellet, 2016 (comunic. Personal)",Santa Fe
Sainz -33.943064-60.559417,61.15,-33.943064,-60.559417,2010,Sainz Rozas et al. (2011),Buenos Aires
Berhon-33.94776-60.56014,37.78,-33.94776,-60.56014,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-33.94776-60.56014,63.98,-33.94776,-60.56014,2008,"Berhongaray et al., (2013)",Buenos Aires
Sainz -33.935056-60.564972,42.64,-33.935056,-60.564972,2010,Sainz Rozas et al. (2011),Buenos Aires
Berhon-37.64202-60.5724,62.43,-37.64202,-60.5724,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-37.64202-60.5724,80.34,-37.64202,-60.5724,2008,"Berhongaray et al., (2013)",Buenos Aires
Andriu-33.96426-60.57759,53.72,-33.96426,-60.57759,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.96426-60.57759,54.29,-33.96426,-60.57759,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.96426-60.57759,50.64,-33.96426,-60.57759,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.96426-60.57759,82.3,-33.96426,-60.57759,2012,Andriulo et al. (2012),Buenos Aires
Salvag-33.30139-60.605,42.41,-33.30139,-60.605,2002,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -33.80898-60.60735,52.16,-33.80898,-60.60735,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.80626-60.60905,67.42,-33.80626,-60.60905,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -30.86961-60.62867,91.6,-30.86961,-60.62867,2010,Sainz Rozas et al. (2011),Santa Fe
Andriu-33.77565-60.62898,55.21,-33.77565,-60.62898,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.77565-60.62898,61.28,-33.77565,-60.62898,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.77565-60.62898,54.35,-33.77565,-60.62898,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.77565-60.62898,55.44,-33.77565,-60.62898,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.87503-60.63778,52.79,-33.87503,-60.63778,2012,Andriulo et al. (2012),Buenos Aires
Sainz -33.914044-60.639244,63.9,-33.914044,-60.639244,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.914764-60.640361,64.29,-33.914764,-60.640361,2010,Sainz Rozas et al. (2011),Buenos Aires
Berhon-30.94569-60.65837,29.53,-30.94569,-60.65837,2008,"Berhongaray et al., (2013)",Santa Fe
Berhon-30.94569-60.65837,46.94,-30.94569,-60.65837,2008,"Berhongaray et al., (2013)",Santa Fe
Berhon-31.38326-60.65978,48.39,-31.38326,-60.65978,2008,"Berhongaray et al., (2013)",Santa Fe
Berhon-31.38326-60.65978,64.79,-31.38326,-60.65978,2008,"Berhongaray et al., (2013)",Santa Fe
Andriu-33.86183-60.66385,56.23,-33.86183,-60.66385,2012,Andriulo et al. (2012),Buenos Aires
Irizar-33.85-60.66667,56.53,-33.85,-60.66667,2008,"Irizar et al., 2013 (The op. Agric. J.)",Buenos Aires
Irizar-33.85-60.66667,52.71,-33.85,-60.66667,2008,"Irizar et al., 2013 (The op. Agric. J.)",Buenos Aires
Berhon-38.13964-60.66708,57.37,-38.13964,-60.66708,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-38.13964-60.66708,72.12,-38.13964,-60.66708,2008,"Berhongaray et al., (2013)",Buenos Aires
Andriu-33.86098-60.66812,69.22,-33.86098,-60.66812,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.86015-60.66875,57.23,-33.86015,-60.66875,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.86137-60.66885,82.09,-33.86137,-60.66885,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.94793-60.67047,28.8,-33.94793,-60.67047,2012,Andriulo et al. (2012),Buenos Aires
Sainz -33.435333-60.67275,46.58,-33.435333,-60.67275,2011,Sainz Rozas et al. (2011),Santa Fe
Andriu-33.85955-60.67444,54.53,-33.85955,-60.67444,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.83393-60.67883,63.05,-33.83393,-60.67883,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.84337-60.68317,61.9,-33.84337,-60.68317,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.92885-60.68468,59.13,-33.92885,-60.68468,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.92562-60.68533,51.38,-33.92562,-60.68533,2012,Andriulo et al. (2012),Buenos Aires
Sainz -37.52502-60.6942,76.65,-37.52502,-60.6942,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.52502-60.6942,95.6,-37.52502,-60.6942,2011,Sainz Rozas et al. (2011),Buenos Aires
Andriu-33.96033-60.69605,60.95,-33.96033,-60.69605,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.96313-60.69692,55.78,-33.96313,-60.69692,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.92812-60.69735,58.63,-33.92812,-60.69735,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.96162-60.69788,61,-33.96162,-60.69788,2012,Andriulo et al. (2012),Buenos Aires
Sainz -33.647-60.69836,59.37,-33.647,-60.69836,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.64699-60.69838,65,-33.64699,-60.69838,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.670283-60.698833,55.11,-33.670283,-60.698833,2010,Sainz Rozas et al. (2011),Buenos Aires
Andriu-33.85778-60.70037,61.55,-33.85778,-60.70037,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.81882-60.70268,62.25,-33.81882,-60.70268,2012,Andriulo et al. (2012),Buenos Aires
Sainz -33.10087-60.70312,55.44,-33.10087,-60.70312,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.10028-60.70345,69.14,-33.10028,-60.70345,2011,Sainz Rozas et al. (2011),Santa Fe
Andriu-33.91392-60.70348,44.98,-33.91392,-60.70348,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.82002-60.7037,63.71,-33.82002,-60.7037,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.82002-60.7037,63.82,-33.82002,-60.7037,2012,Andriulo et al. (2012),Buenos Aires
Sainz -33.661172-60.706492,96.95,-33.661172,-60.706492,2010,Sainz Rozas et al. (2011),Buenos Aires
Andriu-33.82375-60.70713,67.34,-33.82375,-60.70713,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.86408-60.70732,86.97,-33.86408,-60.70732,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.86953-60.71125,42.09,-33.86953,-60.71125,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.82225-60.71497,78.4,-33.82225,-60.71497,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.81883-60.71538,64.3,-33.81883,-60.71538,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.8515-60.71983,49.94,-33.8515,-60.71983,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.9478-60.72082,35.83,-33.9478,-60.72082,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.85212-60.72083,54.4,-33.85212,-60.72083,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.94937-60.72098,31.12,-33.94937,-60.72098,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.85245-60.72313,63.95,-33.85245,-60.72313,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.88472-60.7235,51.8,-33.88472,-60.7235,2012,Andriulo et al. (2012),Buenos Aires
